0,282578800148862
1,282578800148862
2,282578800148862
3,282578800148862
4,282578800148862
5,282578800148862
6,282578800148862
7,282578800148862
8,282578800148862
9,282578800148862
10,282578800148862
11,282578800148862
12,282578800148862
13,282578800148862
14,282578800148862
15,282578800148862
16,282578800148862
17,282578800148862
18,282578800148862
19,282578800148862
20,282578800148862
21,282578800148862
22,282578800148862
23,282578800148862
24,282578800148862
25,282578800148862
26,282578800148862
27,282578800148862
28,282578800148862
29,282578800148862
30,282578800148862
31,282578800148862
32,282578800148862
33,282578800148862
34,282578800148862
35,282578800148862
36,282578800148862
37,282578800148862
38,282578800148862
39,282578800148862
40,282578800148862
41,282578800148862
42,282578800148862
43,282578800148862
44,282578800148862
45,282578800148862
46,282578800148862
47,282578800148862
48,282578800148862
49,282578800148862
50,282578800148862
51,282578800148862
52,282578800148862
53,282578800148862
54,282578800148862
55,282578800148862
56,282578800148862
57,282578800148862
58,282578800148862
59,282578800148862
60,282578800148862
61,282578800148862
62,282578800148862
63,282578800148862
64,282578800148862
65,282578800148862
66,282578800148862
67,282578800148862
68,282578800148862
69,282578800148862
70,282578800148862
71,282578800148862
72,282578800148862
73,282578800148862
74,282578800148862
75,282578800148862
76,282578800148862
77,282578800148862
78,282578800148862
79,282578800148862
80,282578800148862
81,282578800148862
82,282578800148862
83,282578800148862
84,282578800148862
85,282578800148862
86,282578800148862
87,282578800148862
88,282578800148862
89,282578800148862
90,282578800148862
91,282578800148862
92,282578800148862
93,282578800148862
94,282578800148862
95,282578800148862
96,282578800148862
97,282578800148862
98,282578800148862
99,282578800148862
100,282578800148862
101,282578800148862
102,282578800148862
103,282578800148862
104,282578800148862
105,282578800148862
106,282578800148862
107,282578800148862
108,282578800148862
109,282578800148862
110,282578800148862
111,282578800148862
112,282578800148862
113,282578800148862
114,282578800148862
115,282578800148862
116,282578800148862
117,282578800148862
118,282578800148862
119,282578800148862
120,282578800148862
121,282578800148862
122,282578800148862
123,282578800148862
124,282578800148862
125,282578800148862
126,282578800148862
127,282578800148862
128,282578800148862
129,282578800148862
130,282578800148862
131,282578800148862
132,282578800148862
133,282578800148862
134,282578800148862
135,282578800148862
136,282578800148862
137,282578800148862
138,282578800148862
139,282578800148862
140,282578800148862
141,282578800148862
142,282578800148862
143,282578800148862
144,282578800148862
145,282578800148862
146,282578800148862
147,282578800148862
148,282578800148862
149,282578800148862
150,282578800148862
151,282578800148862
152,282578800148862
153,282578800148862
154,282578800148862
155,282578800148862
156,282578800148862
157,282578800148862
158,282578800148862
159,282578800148862
160,282578800148862
161,282578800148862
162,282578800148862
163,282578800148862
164,282578800148862
165,282578800148862
166,282578800148862
167,282578800148862
168,282578800148862
169,282578800148862
170,282578800148862
171,282578800148862
172,282578800148862
173,282578800148862
174,282578800148862
175,282578800148862
176,282578800148862
177,282578800148862
178,282578800148862
179,282578800148862
180,282578800148862
181,282578800148862
182,282578800148862
183,282578800148862
184,282578800148862
185,282578800148862
186,282578800148862
187,282578800148862
188,282578800148862
189,282578800148862
190,282578800148862
191,282578800148862
192,282578800148862
193,282578800148862
194,282578800148862
195,282578800148862
196,282578800148862
197,282578800148862
198,282578800148862
199,282578800148862
200,282578800148862
201,282578800148862
202,282578800148862
203,282578800148862
204,282578800148862
205,282578800148862
206,282578800148862
207,282578800148862
208,282578800148862
209,282578800148862
210,282578800148862
211,282578800148862
212,282578800148862
213,282578800148862
214,282578800148862
215,282578800148862
216,282578800148862
217,282578800148862
218,282578800148862
219,282578800148862
220,282578800148862
221,282578800148862
222,282578800148862
223,282578800148862
224,282578800148862
225,282578800148862
226,282578800148862
227,282578800148862
228,282578800148862
229,282578800148862
230,282578800148862
231,282578800148862
232,282578800148862
233,282578800148862
234,282578800148862
235,282578800148862
236,282578800148862
237,282578800148862
238,282578800148862
239,282578800148862
240,282578800148862
241,282578800148862
242,282578800148862
